,index,Unnamed: 0,card_id,city_id,merchant_category_id,merchant_id,purchase_amount,purchase_date,state_id,subsector_id,currency,carbonEmissionInGrams
430,430,430,C_ID_0cb8b21999,302,7211,M_ID_b9fe9e2731,730,2018-03-13 17:11:35,15,38,GBP,209108.5
431,431,431,C_ID_0cb8b21999,87,4119,M_ID_9a00a60c3a,695,2018-03-20 11:50:43,11,21,USD,160518.93
432,432,432,C_ID_e6928d4b95,69,3100,M_ID_6efb5025e5,439,2018-04-15 19:42:37,9,37,NZD,376102.29
433,433,433,C_ID_e6928d4b95,233,5948,M_ID_d20a48285d,231,2018-04-30 15:37:19,9,31,GBP,66169.95
434,434,434,C_ID_e6928d4b95,233,7629,M_ID_06b2b09e0e,593,2018-04-30 14:21:25,9,29,PLN,42589.23
435,435,435,C_ID_e6928d4b95,233,5961,M_ID_ffefc89829,352,2018-04-30 11:07:22,9,25,USD,72865.31
436,436,436,C_ID_e6928d4b95,69,3258,M_ID_2d86d4dfa5,755,2018-03-12 10:43:44,9,9,SEK,105764.44
437,437,437,C_ID_e6928d4b95,233,3685,M_ID_b98db225f5,733,2018-04-29 09:24:53,9,37,NOK,19035.18
438,438,438,C_ID_e6928d4b95,69,5698,,985,2018-03-26 14:58:31,9,2,CAD,101109.16
439,439,439,C_ID_e6928d4b95,69,3708,M_ID_bd2f7edfa0,886,2018-04-21 13:45:33,9,31,CAD,154946.6
440,440,440,C_ID_e6928d4b95,69,3563,M_ID_9575aa9073,969,2018-03-09 03:58:56,9,2,DKK,34161.81
441,441,441,C_ID_e6928d4b95,69,8111,M_ID_8fcb16a959,329,2018-04-09 07:17:13,9,34,NOK,8023.7
442,442,442,C_ID_4d164e5926,69,3848,M_ID_b7d1b88419,589,2018-04-07 12:02:58,9,34,DKK,20765.02
443,443,443,C_ID_4d164e5926,138,3425,M_ID_e400d48b30,438,2018-04-09 09:45:54,15,31,CHF,108457.05
444,444,444,C_ID_4d164e5926,69,3073,M_ID_37f1175805,522,2018-04-07 12:11:47,9,33,NZD,447210.47
445,445,445,C_ID_4d164e5926,69,3535,M_ID_db1dbb3a32,456,2018-04-08 12:58:43,9,16,EUR,119614.19
446,446,446,C_ID_b25d492593,308,9406,M_ID_3bd3099a5d,765,2018-04-21 18:58:35,16,27,NZD,70952.91
447,447,447,C_ID_b25d492593,308,7276,M_ID_9b6a46e720,570,2018-04-13 12:01:02,16,27,CAD,93615.79
448,448,448,C_ID_b25d492593,308,3578,M_ID_81dcc31929,107,2018-04-21 07:29:12,16,18,SEK,2764.64
449,449,449,C_ID_b25d492593,212,5984,M_ID_e61eb69788,835,2018-04-13 11:54:46,4,27,CAD,137138.92
450,450,450,C_ID_f0653560a1,69,3354,M_ID_b8171abcd1,241,2018-03-24 11:10:20,9,34,NOK,6557.82
451,451,451,C_ID_f0653560a1,69,3216,M_ID_f2c3927d45,600,2018-04-11 10:43:05,9,15,PLN,185936.64
452,452,452,C_ID_f0653560a1,69,3954,M_ID_50efaa3b23,480,2018-04-14 08:59:11,9,19,NOK,12465.06
453,453,453,C_ID_f0653560a1,69,5592,M_ID_07c4b626b0,639,2018-03-10 14:16:22,9,16,PLN,44940.15
454,454,454,C_ID_f0653560a1,69,3420,M_ID_95ec00462a,455,2018-03-11 11:39:12,9,17,NOK,14538.62
455,455,455,C_ID_f0653560a1,19,5892,M_ID_b3cb78a29b,735,2018-04-10 06:47:55,9,19,GBP,210540.75
456,456,456,C_ID_f0653560a1,69,3740,M_ID_d53cc773dd,757,2018-04-11 13:30:07,9,19,AUD,128951.39
457,457,457,C_ID_f0653560a1,291,5543,M_ID_9139332ccc,647,2018-03-30 04:06:20,9,7,DKK,70908.72
458,458,458,C_ID_f0653560a1,69,5828,M_ID_0d0223c744,118,2018-04-16 15:46:33,9,39,AUD,18877.22
459,459,459,C_ID_f0653560a1,69,5979,M_ID_0449207515,753,2018-04-13 09:44:44,9,36,DKK,24930.91
460,460,460,C_ID_f0653560a1,69,5786,M_ID_24ed549464,880,2018-03-21 08:55:08,9,27,RUB,2493.01
461,461,461,C_ID_f0653560a1,69,3048,M_ID_a638ccd1ab,669,2018-03-24 14:23:57,9,19,SEK,93717.1
462,462,462,C_ID_f0653560a1,69,3919,M_ID_5c55ab6e99,652,2018-03-22 21:39:44,9,33,DKK,22986.07
463,463,463,C_ID_f0653560a1,69,5872,M_ID_814d6d3fab,580,2018-04-10 14:05:26,9,15,GBP,166141.0
464,464,464,C_ID_f0653560a1,69,3035,M_ID_a44f2fc8b0,572,2018-03-11 11:02:59,9,33,SEK,80128.82
465,465,465,C_ID_f0653560a1,19,3122,M_ID_fe14ae1e8b,304,2018-03-31 17:38:50,9,33,PLN,94207.9
466,466,466,C_ID_f0653560a1,69,6533,M_ID_508829e5f5,484,2018-03-12 13:17:41,9,1,AUD,77428.61
467,467,467,C_ID_f0653560a1,272,3706,M_ID_8a8757fbb5,616,2018-03-14 09:52:28,9,34,DKK,21716.9
468,468,468,C_ID_2bba08c2c4,107,7230,M_ID_f95f2434d4,544,2018-04-20 08:34:02,4,27,PLN,18250.72
469,469,469,C_ID_2bba08c2c4,-1,3801,M_ID_0855bda176,205,2018-03-16 08:23:31,-1,22,CAD,35851.08
470,470,470,C_ID_2bba08c2c4,17,3541,M_ID_787118d4d4,278,2018-04-28 23:55:05,22,37,PLN,15889.85
471,471,471,C_ID_2bba08c2c4,107,3525,M_ID_acf9133c32,594,2018-03-19 15:56:22,4,21,PLN,33951.7
472,472,472,C_ID_2bba08c2c4,107,6051,M_ID_807c1d12dd,616,2018-03-09 18:09:02,4,27,AUD,98545.5
473,473,473,C_ID_2bba08c2c4,107,3509,M_ID_9c012f723a,804,2018-04-26 16:18:06,4,18,CHF,189998.65
474,474,474,C_ID_2bba08c2c4,17,5994,M_ID_2bc1b73a80,698,2018-03-25 19:20:38,22,19,NOK,17022.93
475,475,475,C_ID_2bba08c2c4,107,5788,M_ID_dc8236299f,770,2018-03-19 14:25:56,4,18,SEK,18684.04
476,476,476,C_ID_7b3946e93c,333,5813,M_ID_0983cbd14e,590,2018-04-14 11:06:07,9,39,CAD,133686.88
477,477,477,C_ID_7b3946e93c,333,3149,M_ID_43875c0251,668,2018-04-04 19:38:54,9,36,EUR,950020.47
478,478,478,C_ID_7b3946e93c,19,3197,M_ID_ad49138777,862,2018-03-03 16:22:50,9,27,USD,1030144.46
479,479,479,C_ID_7b3946e93c,213,5769,M_ID_bfff72f197,215,2018-04-23 22:57:02,9,34,SEK,5216.97
480,480,480,C_ID_7b3946e93c,333,3436,M_ID_604816206b,469,2018-03-24 17:27:28,9,19,CHF,116133.23
481,481,481,C_ID_7b3946e93c,19,7278,M_ID_89c2926ed7,425,2018-04-01 17:46:22,9,37,PLN,22813.4
482,482,482,C_ID_7b3946e93c,333,3611,M_ID_9907d01d85,755,2018-04-14 22:16:15,9,34,NZD,119302.57
483,483,483,C_ID_7b3946e93c,333,3164,M_ID_2aa7127a52,448,2018-04-01 13:41:05,9,19,NOK,63076.81
484,484,484,C_ID_7b3946e93c,325,3894,M_ID_0e6dfbd3be,551,2018-03-05 11:35:25,9,33,DKK,19425.35
485,485,485,C_ID_7b3946e93c,333,3252,M_ID_c342a961b1,102,2018-03-24 17:34:10,9,36,AUD,94203.92
486,486,486,C_ID_7b3946e93c,-1,3165,M_ID_32f9dd1332,528,2018-03-29 21:14:19,-1,37,CAD,500634.62
487,487,487,C_ID_7b3946e93c,333,5832,M_ID_c9e1da1932,812,2018-04-21 22:44:57,9,16,CAD,133361.44
488,488,488,C_ID_7b3946e93c,-1,3916,M_ID_413ddb57cb,934,2018-04-22 19:53:20,-1,37,RUB,2817.49
489,489,489,C_ID_7b3946e93c,333,3655,M_ID_9e66c8079f,128,2018-04-14 21:56:52,9,34,NOK,3324.02
490,490,490,C_ID_6b8caeecbc,283,4812,M_ID_cdabc86023,974,2018-04-14 21:32:04,9,37,RUB,3691.86
491,491,491,C_ID_6b8caeecbc,28,3039,M_ID_31051382da,153,2018-04-07 12:38:31,9,12,DKK,29244.7
492,492,492,C_ID_6b8caeecbc,314,3582,M_ID_3a29082c89,804,2018-04-07 18:26:12,9,25,DKK,28344.79
493,493,493,C_ID_6b8caeecbc,250,3379,M_ID_1a567ff8a3,843,2018-03-23 02:37:03,9,34,USD,194701.38
494,494,494,C_ID_6b8caeecbc,-1,8011,M_ID_6f274b9340,202,2018-04-14 11:21:21,-1,22,PLN,3965.75
495,495,495,C_ID_6b8caeecbc,19,3231,M_ID_a6fffea34c,478,2018-03-30 11:08:38,9,37,RUB,7817.76
496,496,496,C_ID_6b8caeecbc,213,4121,M_ID_21bdbaaba5,111,2018-04-18 21:05:39,9,37,NZD,18378.71
497,497,497,C_ID_6b8caeecbc,283,4012,M_ID_e447ae304b,274,2018-04-15 13:23:28,9,37,SEK,8895.59
498,498,498,C_ID_6b8caeecbc,69,5422,M_ID_a3b0630e85,842,2018-03-01 23:02:30,9,37,USD,234010.05
499,499,499,C_ID_6b8caeecbc,231,5851,M_ID_24ce4f59a1,791,2018-03-14 13:49:22,9,39,EUR,194858.92
500,500,500,C_ID_6b8caeecbc,231,7512,M_ID_3676cbfa3a,494,2018-04-13 13:10:37,9,7,NZD,96048.01
501,501,501,C_ID_6b8caeecbc,274,3764,M_ID_2c96513c7f,679,2018-03-04 15:17:37,9,19,USD,149665.61
502,502,502,C_ID_6b8caeecbc,231,3950,M_ID_874105c1c5,202,2018-04-27 12:48:25,9,37,AUD,34409.75
503,503,503,C_ID_6b8caeecbc,107,5737,M_ID_2f10d5e172,476,2018-04-08 08:28:33,9,37,SEK,11550.13
504,504,504,C_ID_6b8caeecbc,283,3837,M_ID_497442dc4f,738,2018-04-28 19:06:10,9,19,CAD,129063.87
505,505,505,C_ID_6b8caeecbc,231,3713,M_ID_fff0c467ae,392,2018-03-13 13:05:52,9,16,SEK,10128.38
506,506,506,C_ID_6b8caeecbc,283,3925,M_ID_305db46e26,158,2018-04-28 15:50:03,9,37,CHF,37338.04
507,507,507,C_ID_6b8caeecbc,28,3133,M_ID_2eb0f29dd3,358,2018-04-07 22:52:18,9,37,CAD,339445.44
508,508,508,C_ID_6b8caeecbc,340,7339,M_ID_7993d2f207,110,2018-03-17 20:39:15,9,39,CAD,18066.21
509,509,509,C_ID_6b8caeecbc,-1,3907,M_ID_b614b313a5,788,2018-04-15 18:28:20,-1,35,SEK,20360.12
510,510,510,C_ID_6b8caeecbc,274,3432,M_ID_3f9cf558b7,807,2018-03-03 21:52:17,9,37,GBP,257920.37
511,511,511,C_ID_6b8caeecbc,69,3199,M_ID_4e5b36c71d,902,2018-03-07 21:44:07,9,37,CHF,1155685.39
512,512,512,C_ID_6b8caeecbc,231,3837,M_ID_28cd638355,674,2018-04-04 13:38:48,9,19,CAD,117871.34
513,513,513,C_ID_6b8caeecbc,274,3041,M_ID_867a5032d9,387,2018-03-31 10:58:54,9,16,RUB,6329.44
514,514,514,C_ID_c0e5bea5e3,88,3871,M_ID_ae3e60ecf4,421,2018-03-31 08:31:58,16,7,EUR,110433.28
515,515,515,C_ID_c0e5bea5e3,100,3741,M_ID_f15f409e36,932,2018-03-27 17:52:53,16,33,NZD,147271.51
516,516,516,C_ID_c0e5bea5e3,-1,5780,M_ID_59537a5cb0,682,2018-03-30 05:02:24,-1,34,NOK,16632.72
517,517,517,C_ID_c0e5bea5e3,100,3802,M_ID_0feae76474,840,2018-04-04 16:12:35,16,19,NOK,21813.85
518,518,518,C_ID_c0e5bea5e3,60,5753,M_ID_34ba310e63,968,2018-03-29 17:02:16,16,19,SEK,23488.51
519,519,519,C_ID_c0e5bea5e3,60,7998,M_ID_dd41952be6,501,2018-03-29 16:15:01,16,34,AUD,46753.12
520,520,520,C_ID_c0e5bea5e3,-1,3646,M_ID_dd4b21db3a,732,2018-03-29 07:25:32,-1,21,USD,161347.9
521,521,521,C_ID_c0e5bea5e3,100,3259,M_ID_d3f8427460,151,2018-04-17 12:11:56,16,33,SEK,21152.89
522,522,522,C_ID_c0e5bea5e3,69,3394,M_ID_cd2c0b07e9,671,2018-04-03 14:12:10,9,17,SEK,18166.27
523,523,523,C_ID_61ad67c5f7,137,3959,M_ID_5a11d8fd68,511,2017-08-03 11:51:12,19,37,NZD,80746.51
524,524,524,C_ID_61ad67c5f7,137,3552,M_ID_f4322bb36d,783,2017-08-30 20:14:25,19,37,CHF,185036.0
525,525,525,C_ID_61ad67c5f7,137,3905,M_ID_abfd6cb905,729,2017-07-27 17:59:48,19,27,AUD,124181.73
526,526,526,C_ID_61ad67c5f7,137,3807,M_ID_9273fd506f,732,2017-07-13 09:15:24,19,19,PLN,41839.47
527,527,527,C_ID_61ad67c5f7,137,7311,M_ID_35fb097430,261,2017-07-29 15:39:59,19,16,GBP,74763.45
528,528,528,C_ID_61ad67c5f7,137,3225,M_ID_13e0da60cc,594,2017-07-13 12:10:14,19,27,NOK,83633.09
529,529,529,C_ID_61ad67c5f7,138,7361,M_ID_16b4e56aec,933,2017-07-06 14:25:28,15,37,DKK,30890.48
530,530,530,C_ID_61ad67c5f7,137,3200,M_ID_dacdb26cbc,721,2017-08-04 21:19:33,19,37,PLN,223433.86
531,531,531,C_ID_61ad67c5f7,137,3877,M_ID_cf37dd7fee,934,2017-07-28 16:35:30,19,30,NOK,24254.93
532,532,532,C_ID_61ad67c5f7,137,3094,M_ID_d475362374,408,2017-08-27 08:35:54,19,34,NOK,57444.95
533,533,533,C_ID_61ad67c5f7,137,5771,M_ID_3f897c07d9,673,2017-07-15 20:34:14,19,37,CHF,149360.4
534,534,534,C_ID_61ad67c5f7,87,5981,M_ID_fd6537d88d,332,2017-07-16 19:22:07,11,27,USD,68725.24
535,535,535,C_ID_61ad67c5f7,333,3582,M_ID_ed23284cbe,919,2017-07-08 11:09:03,9,21,USD,202566.56
536,536,536,C_ID_61ad67c5f7,333,3974,M_ID_dfe4391676,501,2017-07-03 13:43:19,9,34,AUD,85343.0
537,537,537,C_ID_61ad67c5f7,137,3162,M_ID_65e406b9d0,367,2017-08-30 18:44:51,19,19,SEK,51411.32
538,538,538,C_ID_61ad67c5f7,333,5900,M_ID_a823efb421,210,2017-07-08 11:21:56,9,19,USD,43470.78
539,539,539,C_ID_61ad67c5f7,137,5462,M_ID_8507f67913,459,2017-07-01 12:49:50,19,19,NZD,91450.42
540,540,540,C_ID_61ad67c5f7,137,3837,M_ID_1ae77a8a40,330,2017-07-15 20:46:20,19,36,RUB,995.47
541,541,541,C_ID_61ad67c5f7,137,3107,M_ID_50f0b947b8,747,2017-08-09 15:02:14,19,7,GBP,1235327.54
542,542,542,C_ID_61ad67c5f7,137,3427,M_ID_443ce79611,427,2017-07-29 15:12:56,19,27,SEK,11560.36
543,543,543,C_ID_61ad67c5f7,137,5785,M_ID_2df4341d49,222,2017-08-03 15:22:07,19,39,PLN,11916.65
544,544,544,C_ID_61ad67c5f7,137,3714,M_ID_5b9e251eea,540,2017-07-15 12:48:32,19,7,PLN,30865.18
545,545,545,C_ID_61ad67c5f7,147,3353,M_ID_5154015383,716,2017-08-11 15:58:10,19,33,CAD,131205.05
546,546,546,C_ID_61ad67c5f7,137,8351,M_ID_b67b667e84,226,2017-08-06 13:52:40,19,19,RUB,400.16
547,547,547,C_ID_61ad67c5f7,137,3355,M_ID_fd1f12c3f8,456,2017-07-11 16:06:53,19,37,SEK,14496.98
548,548,548,C_ID_61ad67c5f7,137,3586,M_ID_a50b9c8240,754,2017-08-02 16:37:40,19,30,NZD,119144.55
549,549,549,C_ID_61ad67c5f7,137,3774,M_ID_dda9671faf,644,2017-07-27 16:27:35,19,29,AUD,109702.37
550,550,550,C_ID_61ad67c5f7,137,3173,M_ID_a9b9f431c7,546,2017-08-19 10:26:30,19,26,SEK,76486.6
551,551,551,C_ID_61ad67c5f7,137,3435,M_ID_11645db3cd,528,2017-07-18 19:44:26,19,16,AUD,94243.91
552,552,552,C_ID_61ad67c5f7,137,3266,M_ID_e18cd2a991,918,2017-07-21 20:37:45,19,36,NOK,129251.14
553,553,553,C_ID_61ad67c5f7,137,3409,M_ID_71492c08cb,691,2017-07-13 16:06:33,19,27,GBP,259334.05
554,554,554,C_ID_61ad67c5f7,20,3419,M_ID_660b893339,343,2017-07-05 16:52:44,19,33,CAD,62853.82
555,555,555,C_ID_61ad67c5f7,333,3592,M_ID_bd3e19c3ce,974,2017-07-03 14:11:37,9,20,CAD,170336.33
556,556,556,C_ID_61ad67c5f7,137,3758,M_ID_3afa1dec6b,336,2017-07-15 17:36:59,19,25,SEK,8681.47
557,557,557,C_ID_61ad67c5f7,137,3950,M_ID_6b3ae45485,692,2017-07-22 18:48:50,19,25,PLN,39553.16
558,558,558,C_ID_61ad67c5f7,137,3433,M_ID_025bb0e805,493,2017-08-07 20:51:47,19,16,PLN,29526.45
559,559,559,C_ID_61ad67c5f7,137,3108,M_ID_bebfd6f74c,111,2017-07-13 12:08:35,19,34,AUD,102516.03
560,560,560,C_ID_61ad67c5f7,-1,9311,M_ID_b9f9332438,828,2017-07-20 16:29:27,-1,22,CAD,84993.28
561,561,561,C_ID_61ad67c5f7,137,3993,M_ID_af02cb2ac5,676,2017-07-21 15:58:50,19,20,USD,149004.35
562,562,562,C_ID_61ad67c5f7,137,3084,M_ID_761043b791,939,2017-08-09 19:43:36,19,16,NOK,132207.86
563,563,563,C_ID_83a35c67e9,160,3354,M_ID_e4129b5119,244,2018-04-27 18:13:12,21,37,CHF,60419.0
564,564,564,C_ID_83a35c67e9,160,5871,M_ID_ac78c7d82a,251,2018-04-28 11:08:57,21,37,PLN,13473.32
565,565,565,C_ID_83a35c67e9,314,3074,M_ID_5101380ac2,326,2018-03-19 17:29:29,9,37,PLN,101025.57
566,566,566,C_ID_83a35c67e9,69,3097,M_ID_f8ff2ae0cb,233,2018-03-14 17:07:22,9,34,AUD,215191.3
567,567,567,C_ID_83a35c67e9,160,3553,M_ID_2b602e6d01,252,2018-04-28 13:47:19,21,16,CHF,59551.82
568,568,568,C_ID_83a35c67e9,19,3004,M_ID_0f07fabb54,847,2018-03-12 19:08:15,9,37,PLN,262480.56
569,569,569,C_ID_83a35c67e9,160,3078,M_ID_91e677ac3c,854,2018-04-28 13:43:14,21,1,GBP,1412275.4
570,570,570,C_ID_83a35c67e9,69,3057,M_ID_b5f391fd1c,248,2018-04-27 10:28:59,9,31,DKK,47403.18
571,571,571,C_ID_83a35c67e9,160,5193,M_ID_e9e0c98966,379,2018-04-28 13:19:40,21,37,CHF,112928.57
572,572,572,C_ID_83a35c67e9,268,3658,M_ID_cfc79cf691,728,2018-04-27 22:11:56,21,37,CHF,172038.58
573,573,573,C_ID_83a35c67e9,223,7995,M_ID_a7b533a705,899,2018-03-09 15:03:04,21,31,SEK,12724.96
574,574,574,C_ID_83a35c67e9,69,7997,M_ID_7da808021c,623,2018-04-03 11:11:59,9,37,NZD,41517.84
575,575,575,C_ID_83a35c67e9,160,3620,M_ID_f7acf6f9d3,514,2018-04-27 19:46:58,21,33,SEK,13280.59
576,576,576,C_ID_83a35c67e9,160,3952,M_ID_fca94e5459,120,2018-04-28 18:09:21,21,25,PLN,6858.93
577,577,577,C_ID_83a35c67e9,140,3891,M_ID_b6bfc5b7cb,522,2018-03-12 10:22:19,9,37,RUB,1574.66
578,578,578,C_ID_83a35c67e9,160,3129,M_ID_a6501393ac,914,2018-04-29 13:23:54,21,34,NZD,783046.69
579,579,579,C_ID_6af73edb07,19,3188,M_ID_c5dff9d4d9,313,2018-02-10 12:28:49,9,10,GBP,517613.82
580,580,580,C_ID_6af73edb07,327,6513,,897,2018-02-10 16:14:30,9,19,GBP,256945.65
581,581,581,C_ID_6af73edb07,314,5651,M_ID_2791fb276a,998,2018-02-05 16:48:08,9,33,EUR,146828.47
582,582,582,C_ID_6af73edb07,19,3103,M_ID_463078dd8a,481,2018-02-24 09:15:57,9,18,CAD,456070.55
583,583,583,C_ID_6af73edb07,149,26,M_ID_c22540140d,471,2018-02-25 13:13:09,9,33,USD,97498.76
584,584,584,C_ID_6af73edb07,314,3852,M_ID_98b342c0e3,232,2018-03-01 04:31:48,9,37,DKK,8179.09
585,585,585,C_ID_6af73edb07,19,3242,M_ID_cf6897a7a4,570,2018-02-10 06:14:57,9,19,NZD,488333.28
586,586,586,C_ID_6af73edb07,327,7534,M_ID_322ae0a8fb,472,2018-02-15 10:41:44,9,19,CAD,60293.68
587,587,587,C_ID_6af73edb07,13,3809,M_ID_cc8b30745d,605,2018-03-01 13:13:13,9,15,DKK,21329.1
588,588,588,C_ID_6af73edb07,19,5651,M_ID_f8722b20dc,966,2018-02-01 14:43:01,9,18,NOK,14069.93
589,589,589,C_ID_6af73edb07,19,3038,M_ID_6a2abb09b0,376,2018-02-25 19:53:35,9,19,SEK,52672.09
590,590,590,C_ID_ec7f7416c1,171,6010,M_ID_dde5ada3ba,683,2018-03-01 15:07:34,21,19,GBP,195645.35
591,591,591,C_ID_ec7f7416c1,17,5784,M_ID_4bb99edc94,871,2018-03-14 21:14:13,22,12,NOK,21242.09
592,592,592,C_ID_ec7f7416c1,160,8041,M_ID_ef8c22a3c8,818,2018-02-21 14:35:00,21,9,USD,61930.53
593,593,593,C_ID_ec7f7416c1,158,7392,M_ID_50076f761c,864,2018-02-18 11:56:37,15,29,GBP,247492.8
594,594,594,C_ID_ec7f7416c1,333,3968,M_ID_1f09897071,754,2018-02-24 14:15:51,21,34,PLN,43096.94
595,595,595,C_ID_ec7f7416c1,333,3655,M_ID_dbef39bbc7,229,2018-02-24 11:30:04,21,19,EUR,60069.41
596,596,596,C_ID_ec7f7416c1,160,5131,M_ID_62cfe663db,348,2018-02-20 21:12:28,21,37,EUR,85728.07
597,597,597,C_ID_ec7f7416c1,17,3172,M_ID_0f817161ac,671,2018-03-25 13:09:35,22,37,NZD,574862.51
598,598,598,C_ID_ec7f7416c1,160,3966,M_ID_375bbad917,891,2018-02-23 12:27:59,21,37,RUB,2687.78
599,599,599,C_ID_ec7f7416c1,160,3544,M_ID_f2045dd267,188,2018-02-22 01:35:24,21,7,CHF,44427.54
600,600,600,C_ID_ec7f7416c1,17,3772,M_ID_498e44c788,950,2018-02-18 17:52:52,22,37,DKK,33491.97
601,601,601,C_ID_ec7f7416c1,333,3001,M_ID_1884f5ddce,991,2018-02-26 11:54:55,21,12,NOK,139529.28
602,602,602,C_ID_ec7f7416c1,333,3733,M_ID_591c9824af,271,2018-02-26 22:32:54,21,37,CAD,47393.37
603,603,603,C_ID_ec7f7416c1,333,3215,M_ID_6615eaac21,446,2018-02-25 20:49:18,21,19,USD,532998.18
604,604,604,C_ID_ec7f7416c1,333,3664,M_ID_814793f74b,270,2018-02-24 21:05:03,21,37,CAD,47218.49
605,605,605,C_ID_ec7f7416c1,-1,7999,M_ID_09d7a200d1,469,2018-02-19 16:01:52,-1,3,CHF,46742.42
606,606,606,C_ID_ec7f7416c1,160,3294,M_ID_ac78c7d82a,667,2018-02-25 20:45:56,21,34,PLN,206699.57
607,607,607,C_ID_ec7f7416c1,17,9950,M_ID_a963867183,990,2018-02-10 15:16:13,22,33,RUB,1752.9
608,608,608,C_ID_ec7f7416c1,17,5966,M_ID_e2035224d9,272,2018-03-04 18:02:42,22,37,NOK,6633.58
609,609,609,C_ID_ec7f7416c1,17,3913,M_ID_dcf47aa0c3,104,2018-03-06 21:55:20,22,37,PLN,5944.41
610,610,610,C_ID_ec7f7416c1,17,5833,M_ID_f416f2710c,105,2018-03-21 21:06:20,22,19,PLN,5636.25
611,611,611,C_ID_ec7f7416c1,17,3059,M_ID_de4f89cbf3,862,2018-03-08 13:36:14,22,16,SEK,120753.57
612,612,612,C_ID_ec7f7416c1,17,7216,M_ID_e8fc19afd6,364,2018-02-08 18:43:27,22,27,CHF,80783.33
613,613,613,C_ID_ec7f7416c1,17,3260,M_ID_2e763bdd0b,874,2018-02-09 20:39:24,22,37,SEK,122434.6
614,614,614,C_ID_ec7f7416c1,-1,3097,M_ID_3111c6df35,559,2018-03-05 23:23:23,-1,29,GBP,924428.51
615,615,615,C_ID_ec7f7416c1,69,5921,M_ID_725a60d404,907,2018-02-01 16:58:43,9,33,EUR,425147.03
616,616,616,C_ID_ec7f7416c1,17,3603,M_ID_e33d878c34,343,2018-03-24 00:58:10,22,37,SEK,8862.34
617,617,617,C_ID_ec7f7416c1,17,5802,M_ID_a82c1fd884,846,2018-02-19 23:01:32,22,24,RUB,2396.69
618,618,618,C_ID_ec7f7416c1,160,3969,M_ID_946a1b0a33,783,2018-02-22 20:51:06,21,34,NOK,20333.63
619,619,619,C_ID_ec7f7416c1,17,5977,M_ID_05faac391c,795,2018-03-10 00:39:31,22,37,NZD,117976.61
620,620,620,C_ID_ec7f7416c1,17,7011,M_ID_44d0154c81,644,2018-03-26 11:42:37,22,9,AUD,109702.37
621,621,621,C_ID_ec7f7416c1,17,3671,,268,2018-02-09 16:01:03,22,15,DKK,9448.26
622,622,622,C_ID_ec7f7416c1,314,5137,M_ID_ec24d672a3,539,2018-03-18 19:29:54,9,7,GBP,92209.05
623,623,623,C_ID_a120d34189,87,4468,M_ID_0ec3b78ea3,530,2017-08-12 19:51:17,11,37,USD,146790.56
624,624,624,C_ID_a120d34189,143,3514,M_ID_a9d91682ad,587,2017-08-12 12:01:54,5,30,RUB,1770.74
625,625,625,C_ID_a120d34189,87,3138,M_ID_cf33b5cd54,595,2017-08-29 14:34:32,11,2,CAD,564162.12
626,626,626,C_ID_a120d34189,87,3131,M_ID_0210abecdc,218,2017-08-05 20:28:22,11,20,DKK,41668.92
627,627,627,C_ID_a120d34189,87,5736,M_ID_38d523d3f3,995,2017-08-12 19:37:17,11,27,GBP,285017.75
628,628,628,C_ID_a120d34189,87,3884,M_ID_31eeea754e,693,2017-08-08 10:00:58,11,20,NZD,109505.54
629,629,629,C_ID_a120d34189,87,3056,M_ID_b201729c55,805,2017-07-06 19:09:06,11,37,PLN,249464.99
630,630,630,C_ID_a120d34189,87,3723,M_ID_ac9a668df7,231,2017-07-01 19:39:02,11,37,CHF,54589.16
631,631,631,C_ID_a120d34189,87,7297,M_ID_dac1936d87,451,2017-07-10 19:06:07,11,27,CHF,62557.15
632,632,632,C_ID_a120d34189,87,3594,M_ID_c8f44ec011,839,2017-07-30 13:41:18,11,37,PLN,47955.35
633,633,633,C_ID_a120d34189,87,27,M_ID_0c0927bf64,121,2017-07-21 19:56:32,11,37,NOK,2950.97
634,634,634,C_ID_a120d34189,87,3828,M_ID_c8e18df911,116,2017-07-10 20:06:46,11,24,CHF,27412.74
635,635,635,C_ID_a120d34189,87,3989,M_ID_6e4e6bbc25,493,2017-08-05 10:37:09,11,39,EUR,129319.73
636,636,636,C_ID_a120d34189,87,3226,M_ID_831c0c89d8,688,2017-07-06 18:54:16,11,29,GBP,1137758.17
637,637,637,C_ID_a120d34189,87,3055,M_ID_765632c154,945,2017-07-21 20:00:48,11,37,CAD,896022.19
638,638,638,C_ID_a120d34189,87,3863,M_ID_e266ac2f6e,821,2017-08-12 19:14:50,11,1,RUB,2476.62
639,639,639,C_ID_c5bf64ecbd,297,5013,M_ID_59eece28a1,645,2018-03-29 18:52:43,9,37,NOK,20609.69
640,640,640,C_ID_c5bf64ecbd,19,3659,M_ID_4939fc6e4f,734,2018-03-22 09:52:47,9,19,DKK,25876.96
641,641,641,C_ID_c5bf64ecbd,19,5904,M_ID_3dfd6d6de7,528,2018-03-10 08:12:11,9,32,GBP,151245.6
642,642,642,C_ID_c5bf64ecbd,19,3285,M_ID_613dafa9ce,127,2018-04-11 14:24:38,9,31,NOK,17881.15
643,643,643,C_ID_c5bf64ecbd,149,3415,M_ID_be8b4c0e5a,853,2018-03-05 15:55:27,9,27,SEK,23093.64
